typeID,groupID,typeName
454,53,Small Focused Beam Laser I
455,53,Quad Light Beam Laser I
456,53,Focused Medium Pulse Laser I
457,53,Focused Medium Beam Laser I
458,53,Heavy Pulse Laser I
459,53,Heavy Beam Laser I
460,53,Dual Heavy Pulse Laser I
461,53,Dual Heavy Beam Laser I
462,53,Mega Pulse Laser I
463,53,Mega Beam Laser I
464,53,Tachyon Beam Laser I
482,54,Miner II
483,54,Miner I
484,55,125mm Gatling AutoCannon I
485,55,150mm Light AutoCannon I
486,55,200mm AutoCannon I
487,55,250mm Light Artillery Cannon I
488,55,280mm Howitzer Artillery I
489,55,Dual 180mm AutoCannon I
490,55,220mm Vulcan AutoCannon I
491,55,425mm AutoCannon I
492,55,650mm Artillery Cannon I
493,55,720mm Howitzer Artillery I
494,55,Dual 425mm AutoCannon I
495,55,Dual 650mm Repeating Cannon I
496,55,800mm Repeating Cannon I
497,55,1200mm Artillery Cannon I
498,55,1400mm Howitzer Artillery I
499,509,Light Missile Launcher I
501,510,Heavy Missile Launcher I
503,508,Torpedo Launcher I
506,767,'Basic' Capacitor Power Relay
508,770,'Basic' Shield Flux Coil
509,768,'Basic' Capacitor Flux Coil
518,59,'Basic' Gyrostabilizer
519,59,Gyrostabilizer II
520,59,Gyrostabilizer I
521,60,'Basic' Damage Control
522,61,'Micro' Cap Battery
523,62,Small Armor Repairer I
524,63,Small Hull Repairer I
526,65,Stasis Webifier I
527,65,Stasis Webifier II
529,67,Small Remote Capacitor Transmitter I
530,68,Small Energy Nosferatu I
533,71,Small Energy Neutralizer I
561,74,75mm Gatling Rail I
562,74,Light Electron Blaster I
563,74,Light Ion Blaster I
564,74,Light Neutron Blaster I
565,74,150mm Railgun I
566,74,Heavy Electron Blaster I
567,74,Dual 150mm Railgun I
568,74,Heavy Neutron Blaster I
569,74,Heavy Ion Blaster I
570,74,250mm Railgun I
571,74,Electron Blaster Cannon I
572,74,Dual 250mm Railgun I
573,74,Neutron Blaster Cannon I
574,74,425mm Railgun I
575,74,Ion Blaster Cannon I
577,76,Medium Capacitor Booster I
578,77,Adaptive Invulnerability Field I
580,80,Burst Jammer I
581,82,Passive Targeter I
582,25,Bantam
583,25,Condor
584,25,Griffin
585,25,Slasher
586,25,Probe
587,25,Rifter
588,237,Reaper
589,25,Executioner
590,25,Inquisitor
591,25,Tormentor
592,25,Navitas
593,25,Tristan
594,25,Incursus
595,25,Gallente Police Ship
596,237,Impairor
597,25,Punisher
598,25,Breacher
599,25,Burst
600,25,Minmatar Peacekeeper Ship
601,237,Ibis
602,25,Kestrel
603,25,Merlin
605,25,Heron
606,237,Velator
607,25,Imicus
608,25,Atron
609,25,Maulus
613,25,Devourer
614,25,Fury
615,237,Immolator
616,25,Medusa
617,237,Echo
618,25,Lynx
619,25,Swordspine
620,26,Osprey
621,26,Caracal
622,26,Stabber
623,26,Moa
624,26,Maller
625,26,Augoror
626,26,Vexor
627,26,Thorax
628,26,Arbitrator
629,26,Rupture
630,26,Bellicose
631,26,Scythe
632,26,Blackbird
633,26,Celestis
634,26,Exequror
635,26,Opux Luxury Yacht
638,27,Raven
639,27,Tempest
640,27,Scorpion
641,27,Megathron
642,27,Apocalypse
643,27,Armageddon
644,27,Typhoon
645,27,Dominix
648,28,Badger
649,28,Tayra
650,28,Nereus
651,28,Hoarder
652,28,Mammoth
653,28,Wreathe
654,28,Kryos
655,28,Epithal
656,28,Miasmos
657,28,Iteron Mark V
670,29,Capsule
671,30,Erebus
672,31,Caldari Shuttle
681,104,Clone Grade Beta Blueprint
682,104,Clone Grade Gamma Blueprint
683,105,Bantam Blueprint
684,105,Condor Blueprint
685,105,Griffin Blueprint
686,106,Osprey Blueprint
687,106,Caracal Blueprint
688,107,Raven Blueprint
689,105,Slasher Blueprint
690,105,Probe Blueprint
691,105,Rifter Blueprint
692,106,Stabber Blueprint
693,107,Tempest Blueprint
784,134,Miner II Blueprint
785,134,Miner I Blueprint
786,136,Light Missile Launcher I Blueprint
788,136,Heavy Missile Launcher I Blueprint
790,136,Torpedo Launcher I Blueprint
803,166,Mjolnir Cruise Missile Blueprint
804,166,Scourge Cruise Missile Blueprint
805,166,Inferno Cruise Missile Blueprint
806,166,Nova Cruise Missile Blueprint
807,166,Nova Heavy Missile Blueprint
808,166,Mjolnir Heavy Missile Blueprint
809,166,Inferno Heavy Missile Blueprint
810,166,Scourge Heavy Missile Blueprint
811,166,Scourge Light Missile Blueprint
812,166,Inferno Light Missile Blueprint
813,166,Mjolnir Light Missile Blueprint
814,166,Nova Light Missile Blueprint
819,135,125mm Gatling AutoCannon I Blueprint
820,135,150mm Light AutoCannon I Blueprint
821,135,200mm AutoCannon I Blueprint
822,135,250mm Light Artillery Cannon I Blueprint
823,135,280mm Howitzer Artillery I Blueprint
824,135,Dual 180mm AutoCannon I Blueprint
825,135,220mm Vulcan AutoCannon I Blueprint
826,135,425mm AutoCannon I Blueprint
827,135,650mm Artillery Cannon I Blueprint
828,135,720mm Howitzer Artillery I Blueprint
829,135,Dual 425mm AutoCannon I Blueprint
830,135,Dual 650mm Repeating Cannon I Blueprint
831,135,800mm Repeating Cannon I Blueprint
832,135,1200mm Artillery Cannon I Blueprint
833,135,1400mm Howitzer Artillery I Blueprint
834,133,Gatling Pulse Laser I Blueprint
835,133,Dual Light Pulse Laser I Blueprint
836,133,Dual Light Beam Laser I Blueprint
837,133,Small Focused Pulse Laser I Blueprint
838,133,Small Focused Beam Laser I Blueprint
839,133,Quad Light Beam Laser I Blueprint
840,133,Focused Medium Pulse Laser I Blueprint
841,133,Focused Medium Beam Laser I Blueprint
842,133,Heavy Pulse Laser I Blueprint
843,133,Heavy Beam Laser I Blueprint
844,133,Dual Heavy Pulse Laser I Blueprint
845,133,Dual Heavy Beam Laser I Blueprint
846,133,Mega Pulse Laser I Blueprint
847,133,Mega Beam Laser I Blueprint
848,133,Tachyon Beam Laser I Blueprint
879,165,Carbonized Lead S Blueprint
880,165,Nuclear S Blueprint
881,165,Proton S Blueprint
882,165,Depleted Uranium S Blueprint
883,165,Titanium Sabot S Blueprint
884,165,Fusion S Blueprint
885,165,Phased Plasma S Blueprint
886,165,EMP S Blueprint
887,165,Carbonized Lead M Blueprint
888,165,Nuclear M Blueprint
889,165,Proton M Blueprint
890,165,Depleted Uranium M Blueprint
891,165,Titanium Sabot M Blueprint
892,165,Fusion M Blueprint
893,165,Phased Plasma M Blueprint
894,165,EMP M Blueprint
895,165,Carbonized Lead L Blueprint
896,165,Nuclear L Blueprint
897,165,Proton L Blueprint
898,165,Depleted Uranium L Blueprint
899,165,Titanium Sabot L Blueprint
900,165,Fusion L Blueprint
901,165,Phased Plasma L Blueprint
902,165,EMP L Blueprint
935,105,Reaper Blueprint
936,105,Executioner Blueprint
937,105,Inquisitor Blueprint
938,105,Tormentor Blueprint
939,105,Navitas Blueprint
940,105,Tristan Blueprint
941,105,Incursus Blueprint
943,105,Impairor Blueprint
944,105,Punisher Blueprint
945,105,Breacher Blueprint
946,105,Burst Blueprint
947,105,Minmatar Peacekeeper Ship Blueprint
948,105,Ibis Blueprint
949,105,Kestrel Blueprint
950,105,Merlin Blueprint
952,105,Heron Blueprint
953,105,Velator Blueprint
954,105,Imicus Blueprint
955,105,Atron Blueprint
956,105,Maulus Blueprint
960,105,Devourer Blueprint
961,105,Fury Blueprint
962,105,Immolator Blueprint
963,105,Medusa Blueprint
964,105,Echo Blueprint
965,105,Lynx Blueprint
966,105,Swordspine Blueprint
967,111,Caldari Shuttle Blueprint
968,106,Moa Blueprint
969,106,Maller Blueprint
970,106,Augoror Blueprint
971,106,Vexor Blueprint
972,106,Thorax Blueprint
973,106,Arbitrator Blueprint
974,106,Rupture Blueprint
975,106,Bellicose Blueprint
976,106,Scythe Blueprint
977,106,Blackbird Blueprint
978,106,Celestis Blueprint
979,106,Exequror Blueprint
983,108,Badger Blueprint
984,108,Tayra Blueprint
985,108,Nereus Blueprint
986,108,Hoarder Blueprint
987,108,Mammoth Blueprint
988,108,Wreathe Blueprint
989,108,Kryos Blueprint
990,108,Epithal Blueprint
991,108,Miasmos Blueprint
992,108,Iteron Mark V Blueprint
994,107,Scorpion Blueprint
995,107,Megathron Blueprint
996,107,Apocalypse Blueprint
997,107,Armageddon Blueprint
998,107,Typhoon Blueprint
999,107,Dominix Blueprint
1002,110,Erebus Blueprint
1010,118,Small Shield Extender I Blueprint
1013,118,Small Shield Extender II Blueprint
1026,119,Shield Recharger I Blueprint
1027,119,Shield Recharger II Blueprint
1032,120,Small Shield Booster I Blueprint
1033,120,Small Shield Booster II Blueprint
1067,126,5MN Microwarpdrive I Blueprint
1071,126,1MN Afterburner II Blueprint
1072,126,1MN Afterburner I Blueprint
1073,126,5MN Microwarpdrive II Blueprint
1074,127,Cargo Scanner I Blueprint
1075,128,Ship Scanner I Blueprint
1076,129,Survey Scanner I Blueprint
1079,132,Warp Scrambler I Blueprint
1080,132,Warp Scrambler II Blueprint
1095,139,Gyrostabilizer II Blueprint
1096,139,Gyrostabilizer I Blueprint
1099,142,Small Armor Repairer I Blueprint
1100,143,Small Hull Repairer I Blueprint
1102,145,Stasis Webifier I Blueprint
1103,145,Stasis Webifier II Blueprint
1105,147,Small Remote Capacitor Transmitter I Blueprint
1106,148,Small Energy Nosferatu I Blueprint
1109,151,Small Energy Neutralizer I Blueprint
1112,154,75mm Gatling Rail I Blueprint
1113,154,Light Electron Blaster I Blueprint
1114,154,Light Ion Blaster I Blueprint
1115,154,Light Neutron Blaster I Blueprint
1116,154,150mm Railgun I Blueprint
1117,154,Heavy Electron Blaster I Blueprint
1118,154,Dual 150mm Railgun I Blueprint
1119,154,Heavy Neutron Blaster I Blueprint
1120,154,Heavy Ion Blaster I Blueprint
1121,154,250mm Railgun I Blueprint
1122,154,Electron Blaster Cannon I Blueprint
1123,154,Dual 250mm Railgun I Blueprint
1124,154,Neutron Blaster Cannon I Blueprint
1125,154,425mm Railgun I Blueprint
1126,154,Ion Blaster Cannon I Blueprint
1128,156,Medium Capacitor Booster I Blueprint
1129,157,Adaptive Invulnerability Field I Blueprint
1130,167,Iron Charge S Blueprint
1131,167,Tungsten Charge S Blueprint
1132,167,Iridium Charge S Blueprint
1133,167,Lead Charge S Blueprint
1134,167,Thorium Charge S Blueprint
1135,167,Uranium Charge S Blueprint
1136,167,Plutonium Charge S Blueprint
1137,167,Antimatter Charge S Blueprint
1138,167,Iron Charge M Blueprint
1139,167,Tungsten Charge M Blueprint
1140,167,Iridium Charge M Blueprint
1141,167,Lead Charge M Blueprint
1142,167,Thorium Charge M Blueprint
1143,167,Uranium Charge M Blueprint
1144,167,Plutonium Charge M Blueprint
1145,167,Antimatter Charge M Blueprint
1146,167,Iron Charge L Blueprint
1147,167,Tungsten Charge L Blueprint
1148,167,Iridium Charge L Blueprint
1149,167,Lead Charge L Blueprint
1150,167,Thorium Charge L Blueprint
1151,167,Uranium Charge L Blueprint
1152,167,Plutonium Charge L Blueprint
1153,167,Antimatter Charge L Blueprint
1154,168,Radio S Blueprint
1155,168,Microwave S Blueprint
1156,168,Infrared S Blueprint
1157,168,Standard S Blueprint
1158,168,Ultraviolet S Blueprint
1159,168,Xray S Blueprint
1160,168,Gamma S Blueprint
1161,168,Multifrequency S Blueprint
1162,168,Radio M Blueprint
1163,168,Microwave M Blueprint
1164,168,Infrared M Blueprint
1165,168,Standard M Blueprint
1166,168,Ultraviolet M Blueprint
1167,168,Xray M Blueprint
1168,168,Gamma M Blueprint
1169,168,Multifrequency M Blueprint
1170,168,Radio L Blueprint
1171,168,Microwave L Blueprint
1172,168,Infrared L Blueprint
1173,168,Standard L Blueprint
1174,168,Ultraviolet L Blueprint
1175,168,Xray L Blueprint
1176,168,Gamma L Blueprint
1177,168,Multifrequency L Blueprint
1178,169,Cap Booster 25 Blueprint
1179,169,Cap Booster 50 Blueprint
1182,96,Auto Targeting System I
1183,62,Small Armor Repairer II
1184,142,Small Armor Repairer II Blueprint
1185,61,Small Cap Battery I
1186,141,Small Cap Battery I Blueprint
1190,67,Small Remote Capacitor Transmitter II
1191,147,Small Remote Capacitor Transmitter II Blueprint
1192,764,'Basic' Overdrive Injector System
1193,98,Basic EM Plating
1194,99,Amarr Sentry Gun
1195,43,Cap Recharger I
1196,123,Cap Recharger I Blueprint
1197,98,EM Plating I
1198,98,EM Plating II
1201,100,Wasp I
1202,101,Civilian Mining Drone
1204,163,EM Plating I Blueprint
1205,163,EM Plating II Blueprint
1208,162,Auto Targeting System I Blueprint
1210,160,Burst Jammer I Blueprint
1212,161,Passive Targeter I Blueprint
1214,176,Wasp I Blueprint
1215,170,Heavy Defender Missile I Blueprint
1216,166,Mjolnir Auto-Targeting Light Missile I Blueprint
1217,174,Python Mine Blueprint
1218,177,Civilian Mining Drone Blueprint
1220,166,Scourge Rocket Blueprint
1221,166,Scourge Torpedo Blueprint
1223,451,Bistot
1224,459,Pyroxeres
1225,452,Crokite
1226,456,Jaspet
1227,469,Omber
1228,460,Scordite
1229,467,Gneiss
1230,462,Veldspar
1231,455,Hemorphite
1232,453,Dark Ochre
1233,237,Polaris Enigma Frigate
1236,764,Overdrive Injector System II
1237,158,Overdrive Injector System II Blueprint
1240,78,'Basic' Reinforced Bulkheads
1242,763,'Basic' Nanofiber Internal Structure
1244,764,Overdrive Injector System I
1245,158,Overdrive Injector System I Blueprint
1246,768,Capacitor Flux Coil I
1247,137,Capacitor Flux Coil I Blueprint
1248,768,Capacitor Flux Coil II
1249,137,Capacitor Flux Coil II Blueprint
1254,770,Shield Flux Coil I
1255,137,Shield Flux Coil I Blueprint
1256,770,Shield Flux Coil II
1257,137,Shield Flux Coil II Blueprint
1262,98,Basic Explosive Plating
1264,98,Explosive Plating I
1265,163,Explosive Plating I Blueprint
1266,98,Explosive Plating II
1267,163,Explosive Plating II Blueprint
1272,98,Basic Layered Plating
1274,98,Layered Plating I
1275,163,Layered Plating I Blueprint
1276,98,Layered Plating II
1277,163,Layered Plating II Blueprint
1282,98,Basic Kinetic Plating
1284,98,Kinetic Plating I
1285,163,Kinetic Plating I Blueprint
1286,98,Kinetic Plating II
1287,163,Kinetic Plating II Blueprint
1292,98,Basic Thermal Plating
1294,98,Thermal Plating I
1295,163,Thermal Plating I Blueprint
1296,98,Thermal Plating II
1297,163,Thermal Plating II Blueprint
1302,98,Basic Adaptive Nano Plating
1304,98,Adaptive Nano Plating I
1305,163,Adaptive Nano Plating I Blueprint
1306,98,Adaptive Nano Plating II
1307,163,Adaptive Nano Plating II Blueprint
1315,765,'Basic' Expanded Cargohold
1317,765,Expanded Cargohold I
1318,158,Expanded Cargohold I Blueprint
1319,765,Expanded Cargohold II
1320,158,Expanded Cargohold II Blueprint
1333,78,Reinforced Bulkheads I
1334,158,Reinforced Bulkheads I Blueprint
1335,78,Reinforced Bulkheads II
1336,158,Reinforced Bulkheads II Blueprint
1351,769,Basic Reactor Control Unit
1353,769,Reactor Control Unit I
1354,137,Reactor Control Unit I Blueprint
1355,769,Reactor Control Unit II
1356,137,Reactor Control Unit II Blueprint
1373,1,CharacterAmarr
1374,1,CharacterNiKunni
1375,1,CharacterCivire
1376,1,CharacterDeteis
1377,1,CharacterGallente
1378,1,CharacterIntaki
1379,1,CharacterSebiestor
1380,1,CharacterBrutor
1381,1,CharacterStatic
1382,1,CharacterModifier
1383,1,CharacterAchura
1384,1,CharacterJinMei
1385,1,CharacterKhanid
1386,1,CharacterVherokior
1401,762,'Basic' Inertial Stabilizers
1403,762,Inertial Stabilizers I
1404,158,Inertial Stabilizers I Blueprint
1405,762,Inertial Stabilizers II
1406,158,Inertial Stabilizers II Blueprint
1419,57,'Basic' Shield Power Relay
1422,57,Shield Power Relay II
1423,137,Shield Power Relay II Blueprint
1436,96,Auto Targeting System II
1437,162,Auto Targeting System II Blueprint
1445,767,Capacitor Power Relay I
1446,137,Capacitor Power Relay I Blueprint
1447,767,Capacitor Power Relay II
1448,137,Capacitor Power Relay II Blueprint
1529,15,Caldari Administrative Station
1530,15,Caldari Research Station
1531,15,Caldari Trading Station
1537,766,'Basic' Power Diagnostic System
1539,766,Power Diagnostic System I
1540,137,Power Diagnostic System I Blueprint
1541,766,Power Diagnostic System II
1542,137,Power Diagnostic System II Blueprint
1547,72,Small Proton Smartbomb I
1548,152,Small Proton Smartbomb I Blueprint
1549,72,Small Proton Smartbomb II
1550,152,Small Proton Smartbomb II Blueprint
1551,72,Small Graviton Smartbomb I
1552,152,Small Graviton Smartbomb I Blueprint
1553,72,Small Graviton Smartbomb II
1554,152,Small Graviton Smartbomb II Blueprint
1557,72,Small Plasma Smartbomb I
1558,152,Small Plasma Smartbomb I Blueprint
1559,72,Small Plasma Smartbomb II
1560,152,Small Plasma Smartbomb II Blueprint
1563,72,Small EMP Smartbomb I
1564,152,Small EMP Smartbomb I Blueprint
1565,72,Small EMP Smartbomb II
1566,152,Small EMP Smartbomb II Blueprint
1601,190,Amarr Bonus
1602,190,Ni-Kunni Bonus
1603,190,Civire Bonus
1604,190,Deteis Bonus
1605,190,Gallente Bonus
1606,190,Intaki Bonus
1607,190,Sebiestor Bonus
1608,190,Brutor Bonus
1611,191,Computer Empathy Bonus
1612,191,Ordered Mind Bonus
1613,191,Standard DNA Pattern Bonus
1614,191,Killer Instinct Bonus
1615,191,Deft Hands Bonus
1616,191,Structural Understanding Bonus
1617,191,Creative Bonus
1618,191,Glib Tongue Bonus
1619,191,August Demeanor Bonus
1620,191,Superior Motion Sense Bonus
1621,191,High-G Tolerance Bonus
1622,191,Vector Reckoning Bonus
1623,191,Stratum Form Feel Bonus
1624,191,Doctrine Ingrained Bonus
1625,191,Three Dimensional Thinking Bonus
1626,191,Swift Neural Grafting Bonus
1627,191,Booster Immunity Bonus
1628,193,Algiophobia Bonus
1629,193,Barophobia Bonus
1630,193,Cenophobia Bonus
1631,193,Claustrophobia Bonus
1632,193,Monophobia Bonus
1633,193,Mysophobia Bonus
1634,193,Taphephobia Bonus
1635,193,Xenophobia Bonus
1636,192,Mechanical Inaptitude Bonus
1639,192,Weak Double-helix Bond Bonus
1640,192,Short Attention Span Bonus
1641,192,Wasteful Bonus
1642,192,Trigger-happy Bonus
1643,192,Epileptic Bonus
1644,192,Strong Immunity System Bonus
1650,195,Amarr Military Academy Pilot Bonus
1651,195,Amarr Military Academy Gunner Bonus
1652,195,Amarr Technical School Engineering Bonus
1653,195,Amarr Technical School Electronics Bonus
1654,195,Amarr Business School Commerce Bonus
1655,195,Amarr Business School Industry Bonus
1657,196,Caldari Military Academy Pilot Bonus
1658,196,Caldari Military Academy Gunner Bonus
1659,196,Caldari Technical School Engineering Bonus
1660,196,Caldari Technical School Electronics Bonus
1661,196,Caldari Business School Commerce Bonus
1662,196,Caldari Business School Industry Bonus
1663,197,Gallente Military Academy Pilot Bonus
1664,197,Gallente Military Academy Gunner Bonus
1665,197,Gallente Technical School Engineering Bonus
1666,197,Gallente Technical School Electronics Bonus
1667,197,Gallente Business School Commerce Bonus
1668,197,Gallente Business School Industry Bonus
1669,198,Minmatar Military Academy Pilot Bonus
1670,198,Minmatar Military Academy Gunner Bonus
1671,198,Minmatar Technical School Engineering Bonus
1672,198,Minmatar Technical School Electronic Bonus
1673,198,Minmatar Business School Commerce Bonus
1674,198,Minmatar Business School Industry Bonus
1675,199,Bounty Hunter Bonus
1676,199,Scientist Bonus
1677,199,Industrialist Bonus
1678,199,Corporate Magnate Bonus
1679,199,Covert-op Bonus
1680,199,Navy Captain Bonus
1798,295,Basic EM Ward Amplifier
1800,295,Basic Thermal Dissipation Amplifier
1802,295,Basic Kinetic Deflection Amplifier
1804,295,Basic Explosive Deflection Amplifier
1808,295,EM Ward Amplifier I
1809,296,EM Ward Amplifier I Blueprint
1810,394,Scourge Auto-Targeting Light Missile I
1811,166,Scourge Auto-Targeting Light Missile I Blueprint
1814,394,Nova Auto-Targeting Light Missile I
1815,166,Nova Auto-Targeting Light Missile I Blueprint
1816,394,Inferno Auto-Targeting Light Missile I
1817,166,Inferno Auto-Targeting Light Missile I Blueprint
1818,395,Scourge Auto-Targeting Heavy Missile I
1819,166,Scourge Auto-Targeting Heavy Missile I Blueprint
1820,395,Mjolnir Auto-Targeting Heavy Missile I
1821,166,Mjolnir Auto-Targeting Heavy Missile I Blueprint
1822,395,Nova Auto-Targeting Heavy Missile I
1823,166,Nova Auto-Targeting Heavy Missile I Blueprint
1824,395,Inferno Auto-Targeting Heavy Missile I
1825,166,Inferno Auto-Targeting Heavy Missile I Blueprint
1826,396,Scourge Auto-Targeting Cruise Missile I
1827,166,Scourge Auto-Targeting Cruise Missile I Blueprint
1828,396,Mjolnir Auto-Targeting Cruise Missile I
1829,166,Mjolnir Auto-Targeting Cruise Missile I Blueprint
1830,396,Nova Auto-Targeting Cruise Missile I
1831,166,Nova Auto-Targeting Cruise Missile I Blueprint
1832,396,Inferno Auto-Targeting Cruise Missile I
1833,166,Inferno Auto-Targeting Cruise Missile I Blueprint
1855,48,Ship Scanner II
1856,128,Ship Scanner II Blueprint
1875,511,Rapid Light Missile Launcher I
1876,136,Rapid Light Missile Launcher I Blueprint
1877,511,Rapid Light Missile Launcher II
1878,136,Rapid Light Missile Launcher II Blueprint
1893,205,'Basic' Heat Sink
1896,25,Concord Police Frigate
1898,25,Concord SWAT Frigate
1900,25,Concord Army Frigate
1902,25,Concord Special Ops Frigate
1904,26,Concord Police Cruiser
1912,27,Concord Police Battleship
1914,27,Concord Special Ops Battleship
1916,27,Concord SWAT Battleship
1918,27,Concord Army Battleship
1926,15,Amarr Station Hub
1927,15,Amarr Station Military
1928,15,Amarr Industrial Station
1929,15,Amarr Standard Station
1930,15,Amarr Mining Station
1931,15,Amarr Research Station
1932,15,Amarr Trade Post
1944,28,Bestower
1945,108,Bestower Blueprint
1946,203,Basic RADAR Backup Array
1947,202,ECCM - Radar I
1948,201,Magnetometric ECM I
1949,210,'Basic' Signal Amplifier
1951,211,'Basic' Tracking Enhancer
1952,212,Sensor Booster II
1955,201,Gravimetric ECM I
1956,201,Radar ECM I
1957,201,Multispectral ECM I
1958,201,Ladar ECM I
1959,289,ECCM Projector I
1960,289,ECCM Projector II
1963,290,Remote Sensor Booster I
1964,290,Remote Sensor Booster II
1968,208,Remote Sensor Dampener I
1969,208,Remote Sensor Dampener II
1973,212,Sensor Booster I
1977,213,Tracking Computer I
1978,213,Tracking Computer II
1982,203,Basic Ladar Backup Array
1983,203,Basic Gravimetric Backup Array
1984,203,Basic Magnetometric Backup Array
1985,203,Basic Multi Sensor Backup Array
1986,210,Signal Amplifier I
1987,210,Signal Amplifier II
1998,211,Tracking Enhancer I
1999,211,Tracking Enhancer II
2001,1016,Cynosural Suppression
2002,202,ECCM - Ladar I
2003,202,ECCM - Magnetometric I
2004,202,ECCM - Gravimetric I
2005,202,ECCM - Omni I
2006,26,Omen
2007,106,Omen Blueprint
2008,1016,Cynosural Navigation
2009,1016,Supercapital Construction Facilities
2010,286,Rebel Leader
2011,306,Prison Facility
2012,597,Terrorist Leader
2013,283,Hostages
2014,7,Planet (Oceanic)
2015,7,Planet (Lava)
2016,7,Planet (Barren)
2017,7,Planet (Storm)
2018,61,Medium Cap Battery I
2019,141,Medium Cap Battery I Blueprint
2020,61,Large Cap Battery I
2021,141,Large Cap Battery I Blueprint
2022,61,X-Large Capacitor Battery I
2023,141,X-Large Capacitor Battery I Blueprint
2024,76,Medium Capacitor Booster II
2025,156,Medium Capacitor Booster II Blueprint
2026,1021,Pirate Detection Array 1
2027,1021,Pirate Detection Array 2
2028,1021,Pirate Detection Array 3
