solarSystemID,solarSystemName,security
30000273,C-J7CR,-0.0854802019
30000274,Q-EHMJ,-0.1533721336
30000275,XSQ-TF,-0.1554342519
30000276,H-1EOH,-0.1712750011
30000277,IR-DYY,-0.1593389436
30000278,C-DHON,-0.12395490470000001
30000279,F-D49D,-0.19093754629999998
30000280,MQ-O27,-0.1289936203
30000281,H-EY0P,-0.1560862925
30000282,UNAG-6,-0.2235419598
30000283,E-SCTX,-0.2084510466
30000284,S6QX-N,-0.21769086899999998
30000285,IT-YAU,-0.1594597043
30000286,1VK-6B,-0.1691390234
30000287,7-PO3P,-0.2578908501
30000288,1W-0KS,-0.1025559519
30000289,669-IX,-0.2701582846
30000290,0R-F2F,-0.3128408295
30000291,R-P7KL,-0.2639812938
30000292,2DWM-2,-0.2040389013
30000293,XF-PWO,-0.3122084627
30000294,1N-FJ8,-0.22329490170000002
30000295,VI2K-J,-0.1317824258
30000296,ZLZ-1Z,-0.1710724641
30000297,6Y-WRK,-0.1556599728
30000298,RVCZ-C,-0.1424955173
30000299,5T-KM3,-0.1659744083
30000300,LS9B-9,-0.1989296094
30000301,1-GBBP,-0.7717415731999999
30000302,C-FP70,-0.7587705942
30000303,T-ZWA1,-0.7516916139
30000304,ZA0L-U,-0.8051051029
30000305,G96R-F,-0.8733299345000001
30000306,Y-ZXIO,-0.9004377936
30000307,B-E3KQ,-0.255469938
30000308,Y5J-EU,-0.2187531175
30000309,O-LR1H,-0.24716418280000002
30000310,G5ED-Y,-0.2666063228
30000311,BR-6XP,-0.24788775940000002
30000312,8-TFDX,-0.1907659764
30000313,UL-4ZW,-0.4081373272
30000314,A-QRQT,-0.1278022783
30000315,WMBZ-U,-0.0865989933
30000316,PX5-LR,-0.1716442535
30000317,A3-RQ3,-0.2962836497
30000318,9-GBPD,-0.1596233249
30000319,LS-JEP,-0.2434772448
30000320,R-RSZZ,-0.4364386566
30000321,MGAM-4,-0.5753650408
30000322,VORM-W,-0.5585461829
30000323,7G-H7D,-0.3578075476
30000324,Q3-BAY,-0.8099135175
30000325,JZV-F4,-0.8524244587
30000326,WF-1LM,-0.0019004979
30000327,D95-FQ,-0.0002124923
30000328,ZSPJ-K,-0.0002760118
30000329,U1F-86,-0.000552583
30000330,T-P7A6,-0.0013515536
30000331,Y-T3JJ,-0.0008814634
30000332,F3R-IA,-0.0016309920000000002
30000333,74-YTJ,-0.0040542352
30000334,8-RS3U,-0.00046403480000000005
30000335,OVFN-N,-0.0005943312
30000336,1Q-BBM,-0.0004888445
30000337,WXNC-N,-0.0005536703
30000338,G-EA07,-0.0010568747
30000339,X-L6BO,-0.0013174137
30000340,D-PHUA,-0.0009382757
30000341,3-HXHQ,-0.0024862611
30000342,18A-NB,-0.0016391557
30000343,3-J5OQ,-0.0007147494999999999
30000344,GYF-GD,-0.0020920325
30000345,W-6TS9,-0.0006130008999999999
30000346,VIG-VR,-0.0017852688
30000347,KX-P5C,-0.0010976054
30000348,N-FJBK,-0.0012391152000000001
30000349,2-4ZT5,-0.0014363248000000002
30000350,NVN-6F,-0.0018491407
30000351,09-8TH,-0.0020143056
30000352,TI0-AX,-0.0017349494
30000353,7O-POM,-0.00010384959999999999
30000354,L6Q-SX,-0.0001580466
30000355,BFJ-TB,-0.0002553213
30000356,ZZ7-L6,-0.000125282
30000357,L-CHVW,-0.0001038043
30000358,X0LN-U,-0.0004962348000000001
30000359,RQAE-M,-0.00033279589999999997
30000360,7CO-SA,-0.00036485989999999997
30000361,4G-E5A,-0.0007803386
30000362,A-VWK9,-0.0002242965
30000363,JQHP-4,-0.0001648977
30000364,6Q5K-5,-0.0002529921
30000365,P-MVFP,-0.0001720005
30000366,J-Z1UW,-0.0009386588
30000367,W477-P,-0.0003318966
30000368,NQ1-BL,-0.0007704462
30000369,K7A-G8,-0.0006646602
30000370,HP-PMX,-0.0004596785
30000371,6BN-K9,-0.0004098643
30000372,WLE-PY,-0.000818283
30000373,EH-HXW,-0.00034038160000000005
30000374,OS-RR3,-0.0006353403
30000375,V4-GZL,-0.0002443072
30000376,4C-Z91,-0.0016207695000000002
30000377,RU-97T,-1.0
30000378,1S-1V7,-0.0008983219
30000379,PE1-R1,-0.0022107225
30000380,Polaris,-0.0006333671
30000381,JB-007,-0.0011705007000000001
30000382,USJ2-M,-0.0001981191
30000383,7M-RAL,-0.00026571630000000004
30000384,LPBU-U,-0.0001747425
30000385,RF-342,-0.0001567236
30000386,J2V-XY,-0.00029767439999999997
30000387,Z-JBTR,-9.02817e-05
30000388,S-QNXH,-0.00012806959999999998
30000389,S94-X8,-0.00020358680000000001
30000390,J-YQEC,-0.0003308746
30000391,8MX-OR,-0.0004372733
30000392,97YC-C,-0.0004977616
30000393,V-AMD5,-0.0005061372
30000394,U-JC8X,-0.00021000130000000002
30000395,1HH3-E,-7.08587e-05
30000396,DUIU-Q,-4.9626800000000004e-05
30000397,LQH0-H,-3.0806500000000004e-05
30000398,FRW3-2,-3.73502e-05
30000399,9MX-1C,-4.246149999999999e-05
30000400,IED-4U,-5.45918e-05
30000401,N-9EOQ,-3.13992e-05
30000402,6F3-TK,-9.37668e-05
30000403,2E0P-2,-5.31533e-05
30000404,U-ITH5,-4.5566400000000005e-05
30000405,N-4G5L,-7.74434e-05
30000406,RB-2EA,-4.24573e-05
30000407,ZK5-42,-0.0001251119
30000408,YRZ-E4,-1.2746700000000001e-05
30000409,A3-PAT,-1.51419e-05
30000410,H55-2R,-1.3696300000000001e-05
30000411,P6-DBM,-1.88258e-05
30000412,9XI-0X,-1.06744e-05
30000413,Q8T-MC,-7.7309e-06
30000414,Z-YOJ9,-0.0015133706
30000415,4T4B-L,-0.0019535977
30000416,F-JB3H,-0.0037660877000000002
30000417,XBO7-F,-0.0042400345
30000418,FI-449,-0.0042843871
30000419,UA7-U4,-0.0059208027
30000420,VM-QFU,-4.6414999999999995e-06
30000421,PU-1Z8,-4.9520999999999996e-06
30000422,IEZW-V,-3.2122000000000003e-06
30000423,B-DXO9,-1.8221999999999999e-06
30000424,1TS-WN,-9.836e-07
30000425,16-31U,-9.709e-07
30000426,H472-N,-1.3443e-06
30000427,U8MM-3,-8.4732e-06
30000428,3C-26I,-8.514400000000001e-06
30000429,9K-VDI,-5.3489e-06
30000430,L-SDU7,-1.65693e-05
30000431,4-IPWK,-8.5821e-06
30000432,Q-KCK3,-1.6534200000000002e-05
30000433,WU-FHQ,-0.26069115649999997
30000434,V-4DBR,-0.3225648359
30000435,B-5UFY,-0.4014222456
30000436,SK42-F,-0.315869236
30000437,EU9-J3,-0.2510197709
30000438,PQRE-W,-0.6204132963
30000439,OEG-K9,-0.7984868006999999
30000440,0-W778,-0.2174658913
30000441,DG-8VJ,-0.3525865389
30000442,5J4K-9,-0.2015724632
30000443,MD-0AW,-0.19954323579999997
30000444,H-FGJO,-0.20511284059999998
30000445,1KAW-T,-0.4024754267
30000446,C5-SUU,-0.5090262732
30000447,XSUD-1,-0.337033271
30000448,3-LJW3,-0.6152691198
30000449,ZLO3-V,-0.585748699
30000450,P7MI-T,-0.4048852275
30000451,JFV-ID,-0.35576519079999996
30000452,3-3EZB,-0.5075816329999999
30000453,52CW-6,-0.45859508409999994
30000454,9-OUGJ,-0.36065185380000003
30000455,4NDT-W,-0.3336065075
30000456,GR-X26,-0.323718334
30000457,6OU9-U,-0.3159863061
30000458,9N-0HF,-0.2623742678
30000459,U-OVFR,-0.3099517664
30000460,G3D-ZT,-0.3351458875
30000461,D-0UI0,-0.3230920283
30000462,L8-WNE,-0.4376930996
30000463,1-GBVE,-0.4374977791
30000464,GC-LTF,-0.2643469714
30000465,NB-ALM,-0.458769285
30000466,LT-XI4,-0.2446022571
30000467,L-QQ6P,-0.3518202398
30000468,5OJ-G2,-0.4691366851
30000469,9-02G0,-0.47494727509999995
30000470,XA5-TY,-0.5303782493
30000471,M-XUZZ,-0.4594491438
30000472,OFVH-Y,-0.30037918329999996
30000473,2-X0PF,-0.37770877840000006
30000474,1-PGSG,-0.49655275130000004
30000475,QLPX-J,-0.27887762120000004
30000476,A-C5TC,-0.24147213210000001
30000477,RZ-PIY,-0.2305845359
30000478,FR46-E,-0.2691451606
30000479,SLVP-D,-0.5720547239
30000480,0-G8NO,-0.6865977718
30000481,QRFJ-Q,-0.5273303579999999
30000482,HZFJ-M,-0.7140626636
30000483,77S8-E,-0.8197735267
30000484,FMH-OV,-0.9011149254999999
30000485,TYB-69,-0.3368960897
30000486,EDQG-L,-0.21422016160000001
30000487,7-P1JO,-0.2487706348
30000488,T-0JWP,-0.2380961298
30000489,J-L9MA,-0.2384625916
30000490,DX-TAR,-0.23524795350000002
30000491,A-7XFN,-0.2320007601
30000492,O3-4MN,-0.25272145149999997
30000493,U-MFTL,-0.3095529442
30000494,8FN-GP,-0.511651894
30000495,FIDY-8,-0.5152087552
30000496,X40H-9,-0.6225172557
30000497,F2W-C6,-0.709615889
30000498,KZ9T-C,-0.7716695217
30000499,XW2H-V,-0.8655767743
30000500,F9O-U9,-0.16943328940000002
30000501,S-51XG,-0.14264988369999998
30000502,E-1XVP,-0.2103908003
30000503,E-ACV6,-0.155870006
30000504,BOZ1-O,-0.1527507424
30000505,QIMO-2,-0.1545027556
30000506,Z-2Y2Y,-0.1524732896
30000507,Q0J-RH,-0.1351724098
30000508,SAI-T9,-0.3066237125
30000509,IAS-I5,-0.39320125710000003
30000510,K7S-FF,-0.336389221
30000511,RT-9WL,-0.5008711424
30000512,O5Q7-U,-0.6021052316
30000513,62O-UE,-0.5637633615
30000514,U0W-DR,-0.2442084603
30000515,SY-UWN,-0.1792128283
30000516,DX-DFJ,-0.27356066149999997
30000517,X-31TE,-0.20128190850000002
30000518,DVWV-3,-0.36288530609999997
30000519,KE-0FB,-0.24853890039999998
30000520,I-9GI1,-0.2014115983
30000521,W6P-7U,-0.3227901012
30000522,0IF-26,-0.39633590520000006
30000523,H-93YV,-0.32753231039999997
30000524,E51-JE,-0.28010278780000003
30000525,7-A6XV,-0.45205874520000006
30000526,QXE-1N,-0.3476313136
30000527,U69-YC,-0.5164991974
30000528,L-L7PE,-0.5593778237
30000529,MKIG-5,-0.22199717079999998
30000530,YHEN-G,-0.1995273933
30000531,E-JCUS,-0.21562693300000002
30000532,W-QN5X,-0.272210923
30000533,LP1M-Q,-0.24338284640000002
30000534,30-YOU,-0.2664210938
30000535,384-IN,-0.20437924649999997
30000536,4F89-U,-0.2453493411
30000537,G063-U,-0.2959991164
30000538,J7-BDX,-0.4110933245
30000539,MLQ-O9,-0.19643693199999998
30000540,L-FM3P,-0.1708690041
30000541,X-ARMF,-0.08962603179999999
30000542,8-OZU1,-0.1803341212
30000543,0TYR-T,-0.1555020254
30000544,GM-50Y,-0.1667668035
30000545,G9L-LP,-0.1478493288
30000546,MWA-5Q,-0.3076617182
30000547,H-HHTH,-0.4215422628
30000548,JQU-KY,-0.2673413591
30000549,UY5A-D,-0.4047977084
30000550,C-62I5,-0.1175612808
30000551,ZH-GKG,-0.1252678939
30000552,GPLB-C,-0.2546971598
30000553,GGE-5Q,-0.486731395
30000554,5E-CMA,-0.4204256804
30000555,U104-3,-0.2667644124
30000556,M3-KAQ,-0.3158047214
30000557,6-L4YC,-0.2414960772
30000558,UM-SCG,-0.3050725536
30000559,F-3FOY,-0.41280376659999996
30000560,OAIG-0,-0.34739728229999994
30000561,UZ-QXW,-0.48481847240000003
30000562,5DE-QS,-0.3730283768
30000563,R0-DMM,-0.4685800072
30000564,5Q65-4,-0.6205077748
30000565,SR-4EK,-0.3381576051
30000566,0RI-OV,-0.2940064165
30000567,C-LTXS,-0.2878239884
30000568,C0O6-K,-0.296787709
30000569,HD-AJ7,-0.3133024019
30000570,G9NE-B,-0.3299053461
30000571,SJJ-4F,-0.2466150176
30000572,F-QQ5N,-0.650523366
30000573,1-7B6D,-0.6923944107
30000574,H6-EYX,-0.7262842437
30000575,U-HVIX,-0.6619212896
30000576,4-EFLU,-0.5228060004
30000577,EIH-IU,-0.6009419885
30000578,F-EM4Q,-0.42962920060000004
30000579,1L-OEK,-0.6646604295
30000580,MN-Q26,-0.5109122231000001
30000581,5H-SM2,-0.7108604604000001
30000582,4-OS2A,-0.5951959228
30000583,YI-GV6,-0.640814171
30000584,SO-X5L,-0.7033248595
30000585,XQS-GZ,-0.5513123856000001
30000586,Q-GQHN,-0.5285758465
30000587,A-4JOO,-0.19602896390000002
30000588,TP7-KE,-0.3269291767
30000589,R4N-LD,-0.2614946381
30000590,3Q-VZA,-0.249901646
30000591,M-MBRT,-0.2392914866
30000592,HPBE-D,-0.2916048554
30000593,GRHS-B,-0.4581189218
30000594,J-RXYN,-0.45872914369999995
30000595,DUO-51,-0.47300312060000005
30000596,07-SLO,-0.3975030046
30000597,Z-A8FS,-0.542355633
30000598,GPD5-0,-0.3056842138
30000599,LKZ-CY,-0.4495411815
30000600,F5M-CC,-0.3867472662
30000601,TZE-UB,-0.3239295144
30000602,WRL4-2,-0.40957431240000003
30000603,V7G-RL,-0.4412940414
30000604,XEN7-0,-0.1864932494
30000605,L-Z9KJ,-0.34674437539999997
30000606,7K-NSE,-0.2862598188
30000607,OR-7N5,-0.2980689469
30000608,JEQG-7,-0.2862094103
30000609,5NQI-E,-0.24972097640000002
30000610,B-WQDP,-0.3421525278
30000611,2-2EWC,-0.1070951184
30000612,E1W-TB,-0.1933371163
30000613,D-6H64,-0.0633886989
30000614,8-BIE3,-0.0760954314
30000615,LMM7-L,-0.19326177739999997
30000616,995-3G,-0.0870203025
30000617,W2T-TR,-0.0502633485
30000618,Q-UEN6,-0.055486926500000006
30000619,BLMX-B,-0.032300719900000004
30000620,M-CNUD,-0.043403106399999995
30000621,YE1-9S,-0.0505464528
30000622,IVP-KA,-0.06308779889999999
30000623,04EI-U,-0.0772734744
30000624,B-T6BT,-0.9010969140999999
30000625,VK-A5G,-0.5608118177
30000626,I6-SYN,-0.349316601
30000627,O-5TN1,-0.40447911729999997
30000628,8-SPNN,-0.9521641522
30000629,U-QMOA,-0.3097907559
30000630,4S0-NP,-0.0826034151
30000631,K-RMI5,-0.1003208768
30000632,C-6YHJ,-0.12939517080000001
30000633,M53-1V,-0.19210270219999998
30000634,E5T-CS,-0.19719870620000002
30000635,W4C8-Q,-0.2721625932
30000636,I-2705,-0.0906734518
30000637,5F-MG1,-0.3149895337
30000638,P7-45V,-0.33857856770000005
30000639,M-MCP8,-0.3857152495
30000640,JZ-B5Y,-0.38895560079999997
30000641,TPG-DD,-0.3035746736
30000642,NIF-JE,-0.6150638433
30000643,BTLH-I,-0.629151273
30000644,U93O-A,-0.8429933002
30000645,0LY-W1,-0.5500394385
30000646,4YO-QK,-0.9061297147
30000647,LJ-RJK,-0.8828175102
30000648,8-VC6H,-1.0
30000649,LQ-01M,-0.5795548659
30000650,NG-M8K,-0.9097819353000001
30000651,RV5-TT,-0.372365799
30000652,8OYE-Z,-0.5344909787
30000653,K85Y-6,-1.0
30000654,PKN-NJ,-0.2606331827
30000655,EIN-QG,-0.1088872899
30000656,ARG-3R,-0.042807091299999996
30000657,S-E6ES,-0.111649851
30000658,R-3FBU,-0.0574630883
30000659,K7-LDX,-0.11302610589999999
30000660,U-IVGH,-0.10529097470000001
30000661,P-N5N9,-0.0315521551
30000662,JMH-PT,-0.2164912041
30000663,DE-A7P,-0.4728230429
30000664,X9V-15,-0.3162536918
30000665,K212-A,-0.0649874388
30000666,F-5FDA,-0.0468012536
30000667,S1-XTL,-0.10625464779999999
30000668,9PX2-F,-0.0651013057
30000669,N3-JBX,-0.1285046849
30000670,SG-75T,-0.2918803526
30000671,GN-PDU,-0.09029612810000001
30000672,AZ3F-N,-0.07888885030000001
30000673,RNM-Y6,-0.1813469684
30000674,V-KDY2,-0.2348681944
30000675,FYD-TO,-0.0264815032
30000676,ER2O-Y,-0.0427655695
30000677,J2-PZ6,-0.33133898149999996
30000678,XV-MWG,-0.4145389514
30000679,OAQY-M,-0.5270790572
30000680,1V-LI2,-0.428576764
30000681,M9-MLR,-0.3965200064
30000682,Q-K2T7,-0.45818166
30000683,LBC-AW,-0.5974887425
30000684,2-KPW6,-0.5633048270000001
30000685,H5N-V7,-0.2424279902
30000686,HQ-Q1Q,-0.1616673452
30000687,WHI-61,-0.051579911799999996
30000688,ZFJH-T,-0.1001644564
30000689,I-1B7X,-0.1576960689
30000690,G15Z-W,-0.0866886396
30000691,AH8-Q7,-0.192430565
30000692,SD4A-2,-0.2566327519
30000693,U6K-RG,-0.2066479112
30000694,V-S9YY,-0.1256356118
30000695,F2-NXA,-0.17986298239999998
30000696,NSBE-L,-0.1622354079
30000697,8Q-T7B,-0.0630912082
30000698,WV0D-1,-0.0803935736
30000699,ZNF-OK,-0.0310707251
30000700,C8-7AS,-0.0123103506
30000701,4E-EZS,-0.024830516
30000702,A-80UA,-0.006941585300000001
30000703,U2-28D,-0.3413324372
30000704,LQ-OAI,-0.5395398415
30000705,5-MQQ7,-0.3748784927
30000706,6-EQYE,-0.4048837111
30000707,03-OR2,-0.169683549
30000708,JLO-Z3,-0.2024698591
30000709,IAK-JW,-0.783069635
30000710,KZFV-4,-0.6745795907
30000711,WO-GC0,-0.789404202
30000712,RYC-19,-0.8838926562999999
30000713,X2-ZA5,-0.9005847974
30000714,28Y9-P,-0.6852190088
30000715,Q4C-S5,-0.6792392417
30000716,B-1UJC,-0.5307990849
30000717,Q-NA5H,-0.7176751140000001
30000718,4-CM8I,-0.5093496518
30000719,ZDB-HT,-0.5843460872999999
30000720,1QZ-Y9,-0.4383996132
30000721,HJ-BCH,-0.0283579963
30000722,QPTT-F,-0.0161742008
30000723,9M-M0P,-0.0109968856
30000724,9BC-EB,-0.0249626527
30000725,WFFE-4,-0.022490328599999998
30000726,71-UTX,-0.029227263700000002
30000727,PU-UMM,-0.013916703600000002
30000728,6-KPAB,-0.010540983200000001
30000729,Y5-E1U,-0.0335375956
30000730,4-43BW,-0.3508743357
30000731,8CN-CH,-0.3207357971
30000732,V-F6DQ,-0.2899610659
30000733,3S-6VU,-0.2074316941
30000734,1-7HVI,-0.4027144677
30000735,OX-S7P,-0.4607038722
30000736,KDG-TA,-0.1791473727
30000737,KD-KPR,-0.41571804590000005
30000738,PT-21C,-0.1767231245
